DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               species                   MPVPosition               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              
2015-09-18                21:51:21.088              260.57732742              6253.855858               261.57732742              1442613081.089            0                         963                       2.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9299589172E+000         1.9496366660E+000         5.1359293089E+002         5.1979588238E+002         7.6973250981E-001         9.7315053210E-001         
2015-09-18                21:51:22.017              260.57733817              6253.856116               261.57733817              1442613082.018            0                         963                       1.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9299589172E+000         1.9496366660E+000         5.1207976453E+002         5.1979588238E+002         7.6973250981E-001         9.7315053210E-001         
2015-09-18                21:51:22.519              260.57734398              6253.856256               261.57734398              1442613082.520            0                         963                       3.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9299589172E+000         1.9490267737E+000         5.1207976453E+002         5.1826338131E+002         7.6978134301E-001         9.7321082443E-001         
2015-09-18                21:51:23.990              260.57736101              6253.856664               261.57736101              1442613083.991            0                         963                       2.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9297912066E+000         1.9490267737E+000         5.1207976453E+002         5.1826338131E+002         7.6978134301E-001         9.7321082443E-001         
2015-09-18                21:51:24.930              260.57737189              6253.856925               261.57737189              1442613084.931            0                         963                       1.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9297912066E+000         1.9490267737E+000         5.1054645194E+002         5.1826338131E+002         7.6978134301E-001         9.7321082443E-001         
2015-09-18                21:51:25.453              260.57737794              6253.857071               261.57737794              1442613085.454            0                         963                       3.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9297912066E+000         1.9488385263E+000         5.1054645194E+002         5.1670544674E+002         7.6822178315E-001         9.7128521382E-001         
2015-09-18                21:51:26.933              260.57739506              6253.857481               261.57739506              1442613086.933            0                         963                       2.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9296812233E+000         1.9488385263E+000         5.1054645194E+002         5.1670544674E+002         7.6822178315E-001         9.7128521382E-001         
2015-09-18                21:51:27.888              260.57740612              6253.857747               261.57740612              1442613087.889            0                         963                       1.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9296812233E+000         1.9488385263E+000         5.0903617960E+002         5.1670544674E+002         7.6822178315E-001         9.7128521382E-001         
2015-09-18                21:51:28.414              260.57741221              6253.857893               261.57741221              1442613088.415            0                         963                       3.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9296812233E+000         1.9486863141E+000         5.0903617960E+002         5.1516368638E+002         7.6648876637E-001         9.6914522408E-001         
2015-09-18                21:51:29.861              260.57742895              6253.858295               261.57742895              1442613089.861            0                         963                       2.0000000000E+000         1.4000000000E+001         0.0000000000E+000         1.9292378138E+000         1.9486863141E+000         5.0903617960E+002         5.1516368638E+002         7.6648876637E-001         9.6914522408E-001         
