DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               species                   MPVPosition               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              
2015-10-15                19:23:59.263              287.47499148              6899.399796               288.47499148              1444937039.264            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8807234301E+000         1.9219589003E+000         4.3341761201E+002         4.4506860924E+002         1.6935218370E+000         2.0840171655E+000         
2015-10-15                19:24:00.213              287.47500247              6899.400059               288.47500247              1444937040.213            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8807234301E+000         1.9219589003E+000         4.3343996624E+002         4.4506860924E+002         1.6935218370E+000         2.0840171655E+000         
2015-10-15                19:24:00.730              287.47500846              6899.400203               288.47500846              1444937040.731            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8807234301E+000         1.9220454551E+000         4.3343996624E+002         4.4508473699E+002         1.6926739575E+000         2.0830234342E+000         
2015-10-15                19:24:02.190              287.47502536              6899.400609               288.47502536              1444937042.191            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8807890800E+000         1.9220454551E+000         4.3343996624E+002         4.4508473699E+002         1.6926739575E+000         2.0830234342E+000         
2015-10-15                19:24:03.134              287.47503627              6899.400871               288.47503627              1444937043.134            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8807890800E+000         1.9220454551E+000         4.3337069076E+002         4.4508473699E+002         1.6926739575E+000         2.0830234342E+000         
2015-10-15                19:24:03.657              287.47504234              6899.401016               288.47504234              1444937043.658            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8807890800E+000         1.9220820101E+000         4.3337069076E+002         4.4500498786E+002         1.6910694100E+000         2.0811427498E+000         
2015-10-15                19:24:05.107              287.47505911              6899.401419               288.47505911              1444937045.107            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8806271038E+000         1.9220820101E+000         4.3337069076E+002         4.4500498786E+002         1.6910694100E+000         2.0811427498E+000         
2015-10-15                19:24:06.049              287.47507002              6899.401681               288.47507002              1444937046.050            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8806271038E+000         1.9220820101E+000         4.3331463714E+002         4.4500498786E+002         1.6910694100E+000         2.0811427498E+000         
2015-10-15                19:24:06.556              287.47507589              6899.401821               288.47507589              1444937046.557            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8806271038E+000         1.9219785128E+000         4.3331463714E+002         4.4496492458E+002         1.6976568990E+000         2.0888628923E+000         
2015-10-15                19:24:07.999              287.47509258              6899.402222               288.47509258              1444937047.999            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8800924846E+000         1.9219785128E+000         4.3331463714E+002         4.4496492458E+002         1.6976568990E+000         2.0888628923E+000         
2015-10-15                19:24:08.920              287.47510324              6899.402478               288.47510324              1444937048.920            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8800924846E+000         1.9219785128E+000         4.3317832800E+002         4.4496492458E+002         1.6976568990E+000         2.0888628923E+000         
2015-10-15                19:24:09.430              287.47510914              6899.402619               288.47510914              1444937049.430            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8800924846E+000         1.9214852774E+000         4.3317832800E+002         4.4483993649E+002         1.6953377818E+000         2.0861453364E+000         
2015-10-15                19:24:10.897              287.47512612              6899.403027               288.47512612              1444937050.897            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8803663284E+000         1.9214852774E+000         4.3317832800E+002         4.4483993649E+002         1.6953377818E+000         2.0861453364E+000         
2015-10-15                19:24:11.861              287.47513729              6899.403295               288.47513729              1444937051.862            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8803663284E+000         1.9214852774E+000         4.3307982385E+002         4.4483993649E+002         1.6953377818E+000         2.0861453364E+000         
2015-10-15                19:24:12.394              287.47514345              6899.403443               288.47514345              1444937052.394            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8803663284E+000         1.9218401466E+000         4.3307982385E+002         4.4475992269E+002         1.7036812817E+000         2.0959207253E+000         
2015-10-15                19:24:13.864              287.47516046              6899.403851               288.47516046              1444937053.864            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8801290818E+000         1.9218401466E+000         4.3307982385E+002         4.4475992269E+002         1.7036812817E+000         2.0959207253E+000         
2015-10-15                19:24:14.825              287.47517159              6899.404118               288.47517159              1444937054.825            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8801290818E+000         1.9218401466E+000         4.3303860785E+002         4.4475992269E+002         1.7036812817E+000         2.0959207253E+000         
2015-10-15                19:24:15.345              287.47517762              6899.404263               288.47517762              1444937055.346            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8801290818E+000         1.9216508224E+000         4.3303860785E+002         4.4473258055E+002         1.6996066311E+000         2.0911473395E+000         
2015-10-15                19:24:16.785              287.47519427              6899.404663               288.47519427              1444937056.785            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8802254398E+000         1.9216508224E+000         4.3303860785E+002         4.4473258055E+002         1.6996066311E+000         2.0911473395E+000         
2015-10-15                19:24:17.716              287.47520505              6899.404921               288.47520505              1444937057.716            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8802254398E+000         1.9216508224E+000         4.3308590346E+002         4.4473258055E+002         1.6996066311E+000         2.0911473395E+000         
2015-10-15                19:24:18.221              287.47521090              6899.405062               288.47521090              1444937058.222            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.8802254398E+000         1.9216636904E+000         4.3308590346E+002         4.4475701464E+002         1.6968043490E+000         2.0878639081E+000         
