DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               species                   MPVPosition               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              
2015-10-20                21:14:31.933              292.55175848              7021.242204               293.55175848              1445375671.933            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         2.0737019586E+000         2.5473291323E+000         4.8464370816E+002         4.8890309377E+002         5.5860076979E-001         7.1081824654E-001         
2015-10-20                21:14:32.562              292.55176576              7021.242378               293.55176576              1445375672.562            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         2.0737019586E+000         2.0885304286E+000         4.8464370816E+002         4.8887910030E+002         5.5841336289E-001         7.1058390219E-001         
2015-10-20                21:14:34.118              292.55178377              7021.242811               293.55178377              1445375674.118            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.9489259570E+000         2.0885304286E+000         4.8464370816E+002         4.8887910030E+002         5.5841336289E-001         7.1058390219E-001         
2015-10-20                21:14:35.183              292.55179610              7021.243106               293.55179610              1445375675.183            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.9489259570E+000         2.0885304286E+000         4.8463370453E+002         4.8887910030E+002         5.5841336289E-001         7.1058390219E-001         
2015-10-20                21:14:35.808              292.55180333              7021.243280               293.55180333              1445375675.808            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.9489259570E+000         1.9628684336E+000         4.8463370453E+002         4.8887090755E+002         5.5909809108E-001         7.1144011263E-001         
2015-10-20                21:14:37.372              292.55182145              7021.243715               293.55182145              1445375677.373            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.9496531187E+000         1.9628684336E+000         4.8463370453E+002         4.8887090755E+002         5.5909809108E-001         7.1144011263E-001         
2015-10-20                21:14:38.438              292.55183378              7021.244011               293.55183378              1445375678.439            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.9496531187E+000         1.9628684336E+000         4.8478211088E+002         4.8887090755E+002         5.5909809108E-001         7.1144011263E-001         
2015-10-20                21:14:39.068              292.55184106              7021.244186               293.55184106              1445375679.068            0                         963                       3.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.9496531187E+000         1.9636092719E+000         4.8478211088E+002         4.8902318714E+002         5.5908792031E-001         7.1142739497E-001         
2015-10-20                21:14:40.625              292.55185909              7021.244618               293.55185909              1445375680.625            0                         963                       2.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.9498375058E+000         1.9636092719E+000         4.8478211088E+002         4.8902318714E+002         5.5908792031E-001         7.1142739497E-001         
2015-10-20                21:14:41.690              292.55187142              7021.244914               293.55187142              1445375681.691            0                         963                       1.0000000000E+000         1.0000000000E+001         0.0000000000E+000         1.9498375058E+000         1.9636092719E+000         4.8471725978E+002         4.8902318714E+002         5.5908792031E-001         7.1142739497E-001         
